internal	7	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	8	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	9	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	10	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	11	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	12	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	13	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	14	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	15	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	16	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	17	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	18	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	19	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	20	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	21	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	22	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	24	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	25	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	26	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	27	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	28	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	29	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	30	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	31	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	32	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	33	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	36	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	37	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	38	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	39	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	40	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	41	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	42	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	43	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	44	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	45	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	47	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	48	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	49	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	50	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	51	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	52	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	53	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	54	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	55	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	56	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	58	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	59	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	60	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	61	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	62	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	63	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	64	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	65	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	66	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
internal	67	0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	   0.00000d0	
